species,label,classInt,sizes,908.1,914.294,920.489,926.683,932.877,939.072,945.266,951.46,957.655,963.849,970.044,976.238,982.432,988.627,994.821,1001.015,1007.21,1013.404,1019.598,1025.793,1031.987,1038.181,1044.376,1050.57,1056.764,1062.959,1069.153,1075.348,1081.542,1087.736,1093.931,1100.125,1106.319,1112.514,1118.708,1124.902,1131.097,1137.291,1143.485,1149.68,1155.874,1162.069,1168.263,1174.457,1180.652,1186.846,1193.04,1199.235,1205.429,1211.623,1217.818,1224.012,1230.206,1236.401,1242.595,1248.789,1254.984,1261.178,1267.373,1273.567,1279.761,1285.956,1292.15,1298.344,1304.539,1310.733,1316.927,1323.122,1329.316,1335.51,1341.705,1347.899,1354.094,1360.288,1366.482,1372.677,1378.871,1385.065,1391.26,1397.454,1403.648,1409.843,1416.037,1422.231,1428.426,1434.62,1440.814,1447.009,1453.203,1459.398,1465.592,1471.786,1477.981,1484.175,1490.369,1496.564,1502.758,1508.952,1515.147,1521.341,1527.535,1533.73,1539.924,1546.119,1552.313,1558.507,1564.702,1570.896,1577.09,1583.285,1589.479,1595.673
Pheidole,Pheidole,1,3,-0.01522481,-0.01313454,-0.01275,-0.01126912,-0.009006679,-0.007830799,-0.006288737,-0.005461365,-0.00438863,-0.003630668,-0.00279972,-0.002509564,-0.001898676,-0.001177758,-0.001034558,-0.000747025,-0.000581741,-0.000570208,-0.000494719,-0.000547171,-0.000410646,-0.000393271,-0.000727505,-0.000642628,-0.000919402,-0.001050025,-0.001109183,-0.001304299,-0.001129061,-0.001418293,-0.001214445,-0.001396298,-0.001176327,-0.001047075,-0.000755787,-0.000381053,-9.94E-05,0.000500083,0.000704438,0.000871301,0.001196027,0.001563013,0.001960844,0.002119333,0.00247708,0.002804965,0.003020793,0.003273487,0.003462434,0.003652781,0.003812253,0.003777385,0.003827363,0.0039424,0.004008591,0.004014313,0.004018605,0.004101962,0.003953815,0.003858775,0.003836334,0.003709078,0.00373432,0.003828615,0.003769368,0.003743529,0.003710985,0.003762454,0.00366199,0.003793269,0.00391382,0.003970772,0.004333347,0.004510373,0.004586846,0.005148202,0.006466269,0.008611113,0.01114219,0.01326194,0.01424018,0.01436386,0.01363119,0.01236227,0.01118252,0.009967297,0.00869754,0.007644832,0.006772161,0.005885243,0.0050565,0.00441134,0.003642797,0.002858847,0.002236038,0.001421273,0.00068894,0.00022459,-0.000383019,-0.001021296,-0.00154981,-0.002093256,-0.002744317,-0.003177941,-0.003657609,-0.004199028,-0.00468266,-0.005182892,-0.005783051,-0.006191492,-0.006670147,-0.00724569
Pheidole,Pheidole,1,3,-0.01538822,-0.01277822,-0.01262662,-0.01109603,-0.008994937,-0.007944763,-0.006748468,-0.005842298,-0.004577279,-0.003938198,-0.003189713,-0.002634197,-0.002227217,-0.001524329,-0.001322925,-0.000872731,-0.000681639,-0.000718474,-0.00053969,-0.000483185,-0.000505,-0.000718087,-0.000960589,-0.000720292,-0.000926018,-0.0010041,-0.001033127,-0.001161128,-0.001310319,-0.001469851,-0.001111269,-0.001241386,-0.001111567,-0.001011491,-0.00075528,-0.000335991,-2.44E-05,0.000536203,0.000843078,0.001031071,0.001274586,0.001597732,0.001893729,0.002158821,0.002581239,0.003000706,0.003151715,0.00338921,0.003661603,0.00382039,0.003911287,0.003934503,0.00400418,0.004206836,0.004279047,0.004287034,0.00436452,0.004300833,0.004164219,0.00409472,0.004115224,0.004038006,0.004032195,0.004111797,0.00401637,0.003930569,0.004010737,0.00395593,0.00388214,0.004034042,0.004186928,0.004193217,0.004580021,0.00469771,0.004822105,0.005312711,0.006660789,0.008760452,0.01119587,0.01326016,0.01414654,0.01422295,0.01346543,0.01220393,0.01096702,0.009702623,0.008402526,0.007401317,0.006499976,0.005558461,0.004806668,0.004157066,0.003444254,0.002606153,0.001974225,0.001204938,0.000495732,4.90E-05,-0.000562877,-0.001161784,-0.001645923,-0.002266616,-0.002891719,-0.003266424,-0.003768355,-0.004290342,-0.004744142,-0.00518316,-0.005766362,-0.006250858,-0.006686687,-0.007198095
Pheidole,Pheidole,1,3,-0.01548418,-0.0137254,-0.01353225,-0.01122159,-0.009323567,-0.008085668,-0.006878853,-0.005783558,-0.004965723,-0.004116923,-0.003269017,-0.0027273,-0.002207607,-0.001536697,-0.001460999,-0.001190871,-0.000828683,-0.000672668,-0.000622541,-0.000570655,-0.000497133,-0.000663847,-0.000902325,-0.00080502,-0.000947714,-0.000959724,-0.001043886,-0.001085371,-0.001284778,-0.001288444,-0.001076877,-0.001180857,-0.000886947,-0.000779718,-0.000513256,-7.85E-05,0.000177294,0.000602692,0.000989825,0.001195192,0.001517415,0.001756102,0.002081633,0.002381831,0.002734363,0.003131479,0.003374547,0.003634989,0.00384748,0.003980696,0.004079282,0.004108697,0.004200101,0.00434652,0.004499435,0.004601538,0.004557341,0.004523247,0.004416257,0.004394442,0.004386663,0.004331172,0.004338473,0.004388899,0.004230887,0.004205108,0.004178613,0.004264444,0.004131615,0.004302949,0.004368126,0.00437817,0.004786491,0.004925966,0.005033076,0.005512983,0.006815016,0.008824885,0.0111846,0.0131647,0.01392293,0.01394635,0.01306525,0.01178297,0.01060086,0.00933677,0.008024663,0.007009178,0.00615868,0.005242109,0.00444603,0.00383392,0.00306043,0.002290726,0.00173974,0.000984818,0.000234366,-0.000189662,-0.000752449,-0.0013583,-0.001832515,-0.002311587,-0.002911419,-0.003297001,-0.003815711,-0.004291266,-0.004804999,-0.005225152,-0.005756944,-0.006188452,-0.006664842,-0.007219851
Pheidole,Pheidole,1,3,-0.007036269,-0.007962286,-0.008183807,-0.008045465,-0.007442653,-0.006981283,-0.006234884,-0.0051606,-0.004888415,-0.004188836,-0.003415883,-0.003277183,-0.002824306,-0.002291918,-0.001832753,-0.001752764,-0.00167188,-0.001500219,-0.001524836,-0.00156495,-0.001479149,-0.001479983,-0.001697898,-0.00180319,-0.0018076,-0.002041757,-0.002112687,-0.002237201,-0.002099007,-0.002203822,-0.002155036,-0.001990855,-0.001936287,-0.001990914,-0.001542717,-0.001122832,-0.00067386,-0.000460476,8.11E-05,0.000247687,0.000507057,0.000853062,0.00110513,0.001521826,0.001834422,0.00227198,0.002519161,0.002723545,0.002934515,0.003112793,0.003330499,0.003357887,0.003376961,0.003617108,0.003733695,0.003795803,0.003783584,0.003918171,0.003918648,0.00373894,0.003823608,0.003835678,0.003802061,0.003900945,0.003776819,0.003902704,0.003807694,0.003897876,0.003794134,0.003983438,0.004055411,0.004197508,0.004687071,0.004722983,0.004875541,0.005505323,0.006874293,0.008942395,0.01144886,0.01366886,0.01467615,0.01471531,0.01405039,0.01280016,0.01158154,0.01029524,0.009119928,0.008149594,0.007206082,0.00629276,0.005497038,0.004824817,0.004092693,0.003255993,0.002667964,0.001841277,0.001047224,0.000677496,9.05E-05,-0.000664711,-0.001127154,-0.001651764,-0.002380282,-0.002837569,-0.003353328,-0.003875643,-0.004430443,-0.004975855,-0.005512387,-0.005972087,-0.006480128,-0.007079661
Pheidole,Pheidole,1,3,-0.008612663,-0.007828861,-0.008982956,-0.008430541,-0.007309139,-0.00682044,-0.006208837,-0.005725652,-0.004849464,-0.004171342,-0.003606141,-0.003178537,-0.002803445,-0.002017438,-0.00198555,-0.001701325,-0.001450717,-0.001434207,-0.001293808,-0.001244515,-0.001174808,-0.001278907,-0.001653433,-0.001538604,-0.001718909,-0.001702607,-0.001831323,-0.001870006,-0.001899004,-0.002288818,-0.001817018,-0.002060831,-0.001734614,-0.001499623,-0.00132072,-0.000989825,-0.000810623,-0.000199527,-8.91E-06,0.000256896,0.000706494,0.000920981,0.001315087,0.001384497,0.001866877,0.002204776,0.002457321,0.002749026,0.003045321,0.003262311,0.003307104,0.003327817,0.003417104,0.003642827,0.003870726,0.003886312,0.003923029,0.003964216,0.003819317,0.003798902,0.003878504,0.003871202,0.003905714,0.004081309,0.003951102,0.003874123,0.003951013,0.004009128,0.003986508,0.004151314,0.004268318,0.004289806,0.00469771,0.004746914,0.004849106,0.005475104,0.006855637,0.009025335,0.01151714,0.01352805,0.01454085,0.01455835,0.01383045,0.01255035,0.01127985,0.009989858,0.008635461,0.00762096,0.006753653,0.005828857,0.005111754,0.004429042,0.003706545,0.002881348,0.002255738,0.001491159,0.000770062,0.000430048,-0.000247657,-0.000819057,-0.001337051,-0.001914054,-0.002555937,-0.002965361,-0.003423065,-0.004018247,-0.004512638,-0.005011708,-0.005573124,-0.006020129,-0.006446928,-0.006918728
Pheidole,Pheidole,1,3,-0.008303553,-0.007472396,-0.008772969,-0.008213907,-0.007379055,-0.007156521,-0.005799443,-0.005426586,-0.004756927,-0.004468083,-0.003500432,-0.003092289,-0.002814442,-0.001844883,-0.001818627,-0.001667887,-0.001606643,-0.001507282,-0.001307905,-0.001357764,-0.00109762,-0.001153767,-0.001685202,-0.001612663,-0.0018664,-0.001785874,-0.001963615,-0.002061456,-0.001781017,-0.002208263,-0.002008706,-0.002179027,-0.001789182,-0.00171414,-0.001374781,-0.000971556,-0.000708908,-0.000384539,-7.02E-05,0.000231057,0.000613213,0.000939339,0.001348913,0.001522571,0.001887321,0.002082467,0.002423435,0.002808779,0.00291881,0.003148377,0.00329873,0.003306657,0.00334233,0.003459662,0.003800809,0.003846884,0.003838032,0.0039303,0.003799051,0.003708184,0.003828138,0.003822893,0.003809631,0.003904402,0.003926933,0.003804475,0.003834128,0.003854901,0.003870368,0.004131615,0.004199654,0.004257113,0.004578263,0.004728407,0.004829168,0.005351007,0.006849259,0.008956015,0.01149195,0.01357171,0.01446527,0.01450783,0.01386049,0.01263323,0.01141539,0.01005763,0.008767366,0.007706732,0.006903768,0.00589934,0.005153865,0.004615813,0.003722101,0.002989858,0.002347589,0.001600444,0.000821888,0.00046736,4.11E-06,-0.000817657,-0.001274794,-0.001861155,-0.002500415,-0.00292787,-0.003542602,-0.003774226,-0.004412383,-0.004886925,-0.00548467,-0.005956143,-0.006422877,-0.007053137
Pheidole,Pheidole,1,3,-0.02594993,-0.02120876,-0.0200159,-0.01678792,-0.01382786,-0.01149428,-0.00922823,-0.008051753,-0.006385803,-0.00524193,-0.004250854,-0.00361529,-0.002820432,-0.001891345,-0.001766503,-0.001125723,-0.000693858,-0.000537992,-0.000281036,-0.000316352,-0.000150502,-0.000269622,-0.000457048,-7.95E-05,-0.000516623,-0.000516951,-0.00051111,-0.000640839,-0.000391364,-0.000643104,-0.000195324,-0.00023815,0.00020051,0.000265479,0.00056693,0.001134008,0.001425982,0.002050042,0.002423316,0.002594858,0.00296244,0.003320694,0.003834575,0.00404644,0.004489303,0.004935354,0.005173624,0.005456686,0.005718052,0.005921721,0.006088197,0.006119967,0.00625664,0.006412387,0.006506056,0.006572932,0.006595403,0.006607473,0.006468236,0.006381392,0.006464452,0.00626564,0.0062415,0.006278753,0.006218314,0.006091595,0.005982459,0.006025434,0.005789191,0.005893052,0.005826235,0.005816877,0.00605157,0.005943239,0.005990505,0.006443948,0.007552326,0.009481579,0.01180136,0.01373813,0.01438829,0.01443025,0.01355782,0.0122042,0.01093185,0.009608924,0.008315682,0.007275254,0.006412417,0.005438298,0.004611343,0.003926426,0.003077596,0.002283245,0.001670927,0.000811398,6.60E-05,-0.000407189,-0.000995815,-0.001724839,-0.002298981,-0.002926409,-0.003647447,-0.004141092,-0.004718125,-0.005211353,-0.005813271,-0.006376415,-0.006982148,-0.007523388,-0.008015811,-0.008594155
Pheidole,Pheidole,1,3,-0.02474707,-0.02127817,-0.019627,-0.01683649,-0.01305667,-0.01119673,-0.009048194,-0.007742465,-0.006499618,-0.005402803,-0.004388183,-0.003461659,-0.002809584,-0.001847565,-0.001427054,-0.001191616,-0.00089401,-0.00066033,-0.000373215,-0.000211984,-0.00013876,-0.000164002,-0.000627279,-0.000412852,-0.000553936,-0.000614017,-0.000444442,-0.000611126,-0.000371307,-0.00073877,-0.000460148,-0.000519395,-0.000176072,0.000229836,0.000537276,0.001055211,0.001269162,0.001831979,0.00214541,0.002407014,0.002946645,0.003161222,0.003636628,0.003896564,0.004269987,0.00470221,0.004980773,0.005319685,0.005587399,0.005784124,0.00596717,0.005954504,0.006067455,0.006261975,0.006412297,0.006489813,0.006445378,0.006566584,0.006358027,0.006207734,0.006277174,0.00619784,0.006216437,0.006114483,0.006064802,0.006003559,0.005803078,0.005856216,0.005744636,0.005790949,0.005709112,0.005801827,0.006007761,0.005864382,0.005910218,0.006435364,0.007614493,0.009506702,0.01186383,0.01390818,0.01456591,0.01456076,0.01373136,0.01249701,0.01121113,0.009881675,0.008637697,0.007558435,0.006695747,0.0057064,0.004880935,0.004180968,0.003303587,0.002548307,0.001891345,0.001011282,0.000216723,-0.000228167,-0.000801235,-0.001683086,-0.002145976,-0.002786726,-0.003568202,-0.004023194,-0.004598528,-0.005120903,-0.005819291,-0.006345361,-0.006953925,-0.007515877,-0.008048266,-0.008611321
Pheidole,Pheidole,1,3,-0.02550244,-0.02139792,-0.01989636,-0.01660255,-0.01363531,-0.01149091,-0.009043306,-0.008113623,-0.006539702,-0.005416393,-0.004340768,-0.003445566,-0.002732545,-0.001646161,-0.001481235,-0.00116834,-0.000858128,-0.000617296,-0.000244916,-0.000162602,-1.41E-05,-7.61E-05,-0.000430763,-8.24E-05,-0.000428587,-0.000363648,-0.000544161,-0.000518233,-0.000220209,-0.00062725,-0.000367522,-0.000353307,4.73E-05,0.000208825,0.000442892,0.001032919,0.001326412,0.00175643,0.002128839,0.002416641,0.002849162,0.003166258,0.003669471,0.0037916,0.004222095,0.004641682,0.005019099,0.005333006,0.005512029,0.00575614,0.005904615,0.005876422,0.006008655,0.006259471,0.006492674,0.006465673,0.006412566,0.006496191,0.006357998,0.006244004,0.006283402,0.006294101,0.006201535,0.006239831,0.00611186,0.005936772,0.005872339,0.005941272,0.005791157,0.005888373,0.005788386,0.005731791,0.005927086,0.005964518,0.005936533,0.006437749,0.007648259,0.009497136,0.01185855,0.01387936,0.01454148,0.01459837,0.01378006,0.01252848,0.0112589,0.009917021,0.008651316,0.007610202,0.006749004,0.005807638,0.005024552,0.004342467,0.003421843,0.002582759,0.001960278,0.001107782,0.000303805,-0.0001176,-0.000765503,-0.0015499,-0.002096891,-0.002772868,-0.003481746,-0.003970683,-0.004566163,-0.005078435,-0.005726844,-0.006308526,-0.006971896,-0.007511228,-0.008020818,-0.0086101
